0.0532834	-0.00982897	0
0.0532834	-0.00879434	0
0.0532834	-0.00775971	0
0.0532834	-0.00672508	0
0.0532834	-0.00569046	0
0.0532834	-0.00465583	0
0.0532834	-0.0036212	0
0.0532834	-0.00258657	0
0.0532834	-0.00155194	0
0.0532834	-0.000517314	0
0.0532834	0.000517314	0
0.0532834	0.00155194	0
0.0532834	0.00258657	0
0.0532834	0.0036212	0
0.0532834	0.00465583	0
0.0532834	0.00569046	0
0.0532834	0.00672508	0
0.0532834	0.00775971	0
0.0532834	0.00879434	0
0.0532834	0.00982897	0
0.0532834	0.0108636	0
0.0532834	0.0118982	0
0.0532834	0.0129329	0
0.0532834	0.0139675	0
0.0532834	0.0150021	0
0.0532834	0.0160367	0
0.0532834	0.0170714	0
0.0532834	0.018106	0
0.0532834	0.0191406	0
0.0532834	0.0201753	0
0.0532834	0.0212099	0
0.0532834	0.0222445	0
0.0532834	0.0232791	0
0.0532834	0.0243138	0
0.0532834	0.0253484	0
0.0532834	0.026383	0
0.0532834	0.0274177	0
0.0532834	0.0284523	0
0.0532834	0.0294869	0
0.0532834	0.0305215	0
0.0532834	0.0315562	0
0.0532834	0.0325908	0
0.0532834	0.0336254	0
0.0532834	0.0346601	0
0.0532834	0.0356947	0
0.0532834	0.0367293	0
0.0532834	0.0377639	0
0.0532834	0.0387986	0
0.0532834	0.0398332	0
0.0532834	0.0408678	0
0.0532834	0.0419024	0
0.0532834	0.0429371	0
0.0532834	0.0439717	0
0.0532834	0.0450063	0
0.0532834	0.046041	0
0.0532834	0.0470756	0
0.0532834	0.0481102	0
0.0532834	0.0491448	0
0.0532834	0.0501795	0
0.0532834	0.0512141	0
0.0532834	0.0522487	0
0.0532834	0.0532834	0
0.0532834	0.054318	0
0.0532834	0.0553526	0
0.0532834	0.0563872	0
0.0532834	0.0574219	0
0.0532834	0.0584565	0
0.0532834	0.0594911	0
0.0532834	0.0605258	0
0.0532834	0.0615604	0
0.0532834	0.062595	0
0.0532834	0.0636296	0
0.0532834	0.0646643	0
0.0532834	0.0656989	0
0.0532834	0.0667335	0
0.0532834	0.0677682	0
0.0532834	0.0688028	0
0.0532834	0.0698374	0
0.0532834	0.070872	0
0.0532834	0.0719067	0
0.0532834	0.0729413	0
0.0532834	0.0739759	0
0.0532834	0.0750106	0
0.0532834	0.0760452	0
0.0532834	0.0770798	0
0.0532834	0.0781144	0
0.0532834	0.0791491	0
0.0532834	0.0801837	0
0.0532834	0.0812183	0
0.0532834	0.082253	0
0.0532834	0.0832876	0
0.0532834	0.0843222	0
0.0532834	0.0853568	0
0.0532834	0.0863915	0
0.0532834	0.0874261	0
0.0532834	0.0884607	0
0.0532834	0.0894954	0
0.0532834	0.09053	0
0.0532834	0.0915646	0
0.0532834	0.0925992	0
0.0532834	0.0936339	0
0.0532834	0.0946685	0
0.0532834	0.0957031	0
0.0532834	0.0967378	0
0.0532834	0.0977724	0
0.0532834	0.098807	0
0.0532834	0.0998416	0
0.0532834	0.100876	0
0.0532834	0.101911	0
0.0532834	0.102946	0
0.0532834	0.10398	0
0.0532834	0.105015	0
0.0532834	0.106049	0
0.0532834	0.107084	0
0.0532834	0.108119	0
0.0532834	0.109153	0
0.0532834	0.110188	0
0.0532834	0.111223	0
0.0532834	0.112257	0
0.0532834	0.113292	0
0.0532834	0.114326	0
0.0532834	0.115361	0
0.0532834	0.116396	0
0.0532834	0.11743	0
0.0532834	0.118465	0
0.0532834	0.1195	0
0.0532834	0.120534	0
0.0532834	0.121569	0
0.0532834	0.122603	0
0.0532834	0.123638	0
0.0532834	0.124673	0
0.0532834	0.125707	0
0.0532834	0.126742	0
0.0532834	0.127777	0
0.0532834	0.128811	0
0.0532834	0.129846	0
0.0532834	0.13088	0
0.0532834	0.131915	0

0.054318	-0.131915	0
0.054318	-0.13088	0
0.054318	-0.129846	0
0.054318	-0.128811	0
0.054318	-0.127777	0
0.054318	-0.126742	0
0.054318	-0.125707	0
0.054318	-0.124673	0
0.054318	-0.123638	0
0.054318	-0.122603	0
0.054318	-0.121569	0
0.054318	-0.120534	0
0.054318	-0.1195	0
0.054318	-0.118465	0
0.054318	-0.11743	0
0.054318	-0.116396	0
0.054318	-0.115361	0
0.054318	-0.114326	0
0.054318	-0.113292	0
0.054318	-0.112257	0
0.054318	-0.111223	0
0.054318	-0.110188	0
0.054318	-0.109153	0
0.054318	-0.108119	0
0.054318	-0.107084	0
0.054318	-0.106049	0
0.054318	-0.105015	0
0.054318	-0.10398	0
0.054318	-0.102946	0
0.054318	-0.101911	0
0.054318	-0.100876	0
0.054318	-0.0998416	0
0.054318	-0.098807	0
0.054318	-0.0977724	0
0.054318	-0.0967378	0
0.054318	-0.0957031	0
0.054318	-0.0946685	0
0.054318	-0.0936339	0
0.054318	-0.0925992	0
0.054318	-0.0915646	0
0.054318	-0.09053	0
0.054318	-0.0894954	0
0.054318	-0.0884607	0
0.054318	-0.0874261	0
0.054318	-0.0863915	0
0.054318	-0.0853568	0
0.054318	-0.0843222	0
0.054318	-0.0832876	0
0.054318	-0.082253	0
0.054318	-0.0812183	0
0.054318	-0.0801837	0
0.054318	-0.0791491	0
0.054318	-0.0781144	0
0.054318	-0.0770798	0
0.054318	-0.0760452	0
0.054318	-0.0750106	0
0.054318	-0.0739759	0
0.054318	-0.0729413	0
0.054318	-0.0719067	0
0.054318	-0.070872	0
0.054318	-0.0698374	0
0.054318	-0.0688028	0
0.054318	-0.0677682	0
0.054318	-0.0667335	0
0.054318	-0.0656989	0
0.054318	-0.0646643	0
0.054318	-0.0636296	0
0.054318	-0.062595	0
0.054318	-0.0615604	0
0.054318	-0.0605258	0
0.054318	-0.0594911	0
0.054318	-0.0584565	0
0.054318	-0.0574219	0
0.054318	-0.0563872	0
0.054318	-0.0553526	0
0.054318	-0.054318	0
0.054318	-0.0532834	0
0.054318	-0.0522487	0
0.054318	-0.0512141	0
0.054318	-0.0501795	0
0.054318	-0.0491448	0
0.054318	-0.0481102	0
0.054318	-0.0470756	0
0.054318	-0.046041	0
0.054318	-0.0450063	0
0.054318	-0.0439717	0
0.054318	-0.0429371	0
0.054318	-0.0419024	0
0.054318	-0.0408678	0
0.054318	-0.0398332	0
0.054318	-0.0387986	0
0.054318	-0.0377639	0
0.054318	-0.0367293	0
0.054318	-0.0356947	0
0.054318	-0.0346601	0
0.054318	-0.0336254	0
0.054318	-0.0325908	0
0.054318	-0.0315562	0
0.054318	-0.0305215	0
0.054318	-0.0294869	0
0.054318	-0.0284523	0
0.054318	-0.0274177	0
0.054318	-0.026383	0
0.054318	-0.0253484	0
0.054318	-0.0243138	0
0.054318	-0.0232791	0
0.054318	-0.0222445	0
0.054318	-0.0212099	0
0.054318	-0.0201753	0
0.054318	-0.0191406	0
0.054318	-0.018106	0
0.054318	-0.0170714	0
0.054318	-0.0160367	0
0.054318	-0.0150021	0
0.054318	-0.0139675	0
0.054318	-0.0129329	0
0.054318	-0.0118982	0
0.054318	-0.0108636	0
0.054318	-0.00982897	0
0.054318	-0.00879434	0
0.054318	-0.00775971	0
0.054318	-0.00672508	0
0.054318	-0.00569046	0
0.054318	-0.00465583	0
0.054318	-0.0036212	0
0.054318	-0.00258657	0
0.054318	-0.00155194	0
0.054318	-0.000517314	0
0.054318	0.000517314	0
0.054318	0.00155194	0
0.054318	0.00258657	0
0.054318	0.0036212	0
0.054318	0.00465583	0
0.054318	0.00569046	0
0.054318	0.00672508	0
0.054318	0.00775971	0
0.054318	0.00879434	0
0.054318	0.00982897	0
0.054318	0.0108636	0
0.054318	0.0118982	0
0.054318	0.0129329	0
0.054318	0.0139675	0
0.054318	0.0150021	0
0.054318	0.0160367	0
0.054318	0.0170714	0
0.054318	0.018106	0
0.054318	0.0191406	0
0.054318	0.0201753	0
0.054318	0.0212099	0
0.054318	0.0222445	0
0.054318	0.0232791	0
0.054318	0.0243138	0
0.054318	0.0253484	0
0.054318	0.026383	0
0.054318	0.0274177	0
0.054318	0.0284523	0
0.054318	0.0294869	0
0.054318	0.0305215	0
0.054318	0.0315562	0
0.054318	0.0325908	0
0.054318	0.0336254	0
0.054318	0.0346601	0
0.054318	0.0356947	0
0.054318	0.0367293	0
0.054318	0.0377639	0
0.054318	0.0387986	0
0.054318	0.0398332	0
0.054318	0.0408678	0
0.054318	0.0419024	0
0.054318	0.0429371	0
0.054318	0.0439717	0
0.054318	0.0450063	0
0.054318	0.046041	0
0.054318	0.0470756	0
0.054318	0.0481102	0
0.054318	0.0491448	0
0.054318	0.0501795	0
0.054318	0.0512141	0
0.054318	0.0522487	0
0.054318	0.0532834	0
0.054318	0.054318	0
0.054318	0.0553526	0
0.054318	0.0563872	0
0.054318	0.0574219	0
0.054318	0.0584565	0
0.054318	0.0594911	0
0.054318	0.0605258	0
0.054318	0.0615604	0
0.054318	0.062595	0
0.054318	0.0636296	0
0.054318	0.0646643	0
0.054318	0.0656989	0
0.054318	0.0667335	0
0.054318	0.0677682	0
0.054318	0.0688028	0
0.054318	0.0698374	0
0.054318	0.070872	0
0.054318	0.0719067	0
0.054318	0.0729413	0
0.054318	0.0739759	0
0.054318	0.0750106	0
0.054318	0.0760452	0
0.054318	0.0770798	0
0.054318	0.0781144	0
0.054318	0.0791491	0
0.054318	0.0801837	0
0.054318	0.0812183	0
0.054318	0.082253	0
0.054318	0.0832876	0
0.054318	0.0843222	0
0.054318	0.0853568	0
0.054318	0.0863915	0
0.054318	0.0874261	0
0.054318	0.0884607	0
0.054318	0.0894954	0
0.054318	0.09053	0
0.054318	0.0915646	0
0.054318	0.0925992	0
0.054318	0.0936339	0
0.054318	0.0946685	0
0.054318	0.0957031	0
0.054318	0.0967378	0
0.054318	0.0977724	0
0.054318	0.098807	0
0.054318	0.0998416	0
0.054318	0.100876	0
0.054318	0.101911	0
0.054318	0.102946	0
0.054318	0.10398	0
0.054318	0.105015	0
0.054318	0.106049	0
0.054318	0.107084	0
0.054318	0.108119	0
0.054318	0.109153	0
0.054318	0.110188	0
0.054318	0.111223	0
0.054318	0.112257	0
0.054318	0.113292	0
0.054318	0.114326	0
0.054318	0.115361	0
0.054318	0.116396	0
0.054318	0.11743	0
0.054318	0.118465	0
0.054318	0.1195	0
0.054318	0.120534	0
0.054318	0.121569	0
0.054318	0.122603	0
0.054318	0.123638	0
0.054318	0.124673	0
0.054318	0.125707	0
0.054318	0.126742	0
0.054318	0.127777	0
0.054318	0.128811	0
0.054318	0.129846	0
0.054318	0.13088	0
0.054318	0.131915	0

0.0553526	-0.131915	0
0.0553526	-0.13088	0
0.0553526	-0.129846	0
0.0553526	-0.128811	0
0.0553526	-0.127777	0
0.0553526	-0.126742	0
0.0553526	-0.125707	0
0.0553526	-0.124673	0
0.0553526	-0.123638	0
0.0553526	-0.122603	0
0.0553526	-0.121569	0
0.0553526	-0.120534	0
0.0553526	-0.1195	0
0.0553526	-0.118465	0
0.0553526	-0.11743	0
0.0553526	-0.116396	0
0.0553526	-0.115361	0
0.0553526	-0.114326	0
0.0553526	-0.113292	0
0.0553526	-0.112257	0
0.0553526	-0.111223	0
0.0553526	-0.110188	0
0.0553526	-0.109153	0
0.0553526	-0.108119	0
0.0553526	-0.107084	0
0.0553526	-0.106049	0
0.0553526	-0.105015	0
0.0553526	-0.10398	0
0.0553526	-0.102946	0
0.0553526	-0.101911	0
0.0553526	-0.100876	0
0.0553526	-0.0998416	0
0.0553526	-0.098807	0
0.0553526	-0.0977724	0
0.0553526	-0.0967378	0
0.0553526	-0.0957031	0
0.0553526	-0.0946685	0
0.0553526	-0.0936339	0
0.0553526	-0.0925992	0
0.0553526	-0.0915646	0
0.0553526	-0.09053	0
0.0553526	-0.0894954	0
0.0553526	-0.0884607	0
0.0553526	-0.0874261	0
0.0553526	-0.0863915	0
0.0553526	-0.0853568	0
0.0553526	-0.0843222	0
0.0553526	-0.0832876	0
0.0553526	-0.082253	0
0.0553526	-0.0812183	0
0.0553526	-0.0801837	0
0.0553526	-0.0791491	0
0.0553526	-0.0781144	0
0.0553526	-0.0770798	0
0.0553526	-0.0760452	0
0.0553526	-0.0750106	0
0.0553526	-0.0739759	0
0.0553526	-0.0729413	0
0.0553526	-0.0719067	0
0.0553526	-0.070872	0
0.0553526	-0.0698374	0
0.0553526	-0.0688028	0
0.0553526	-0.0677682	0
0.0553526	-0.0667335	0
0.0553526	-0.0656989	0
0.0553526	-0.0646643	0
0.0553526	-0.0636296	0
0.0553526	-0.062595	0
0.0553526	-0.0615604	0
0.0553526	-0.0605258	0
0.0553526	-0.0594911	0
0.0553526	-0.0584565	0
0.0553526	-0.0574219	0
0.0553526	-0.0563872	0
0.0553526	-0.0553526	0
0.0553526	-0.054318	0
0.0553526	-0.0532834	0
0.0553526	-0.0522487	0
0.0553526	-0.0512141	0
0.0553526	-0.0501795	0
0.0553526	-0.0491448	0
0.0553526	-0.0481102	0
0.0553526	-0.0470756	0
0.0553526	-0.046041	0
0.0553526	-0.0450063	0
0.0553526	-0.0439717	0
0.0553526	-0.0429371	0
0.0553526	-0.0419024	0
0.0553526	-0.0408678	0
0.0553526	-0.0398332	0
0.0553526	-0.0387986	0
0.0553526	-0.0377639	0
0.0553526	-0.0367293	0
0.0553526	-0.0356947	0
0.0553526	-0.0346601	0
0.0553526	-0.0336254	0
0.0553526	-0.0325908	0
0.0553526	-0.0315562	0
0.0553526	-0.0305215	0
0.0553526	-0.0294869	0
0.0553526	-0.0284523	0
0.0553526	-0.0274177	0
0.0553526	-0.026383	0
0.0553526	-0.0253484	0
0.0553526	-0.0243138	0
0.0553526	-0.0232791	0
0.0553526	-0.0222445	0
0.0553526	-0.0212099	0
0.0553526	-0.0201753	0
0.0553526	-0.0191406	0
0.0553526	-0.018106	0
0.0553526	-0.0170714	0
0.0553526	-0.0160367	0
0.0553526	-0.0150021	0
0.0553526	-0.0139675	0
0.0553526	-0.0129329	0
0.0553526	-0.0118982	0
0.0553526	-0.0108636	0
0.0553526	-0.00982897	0
0.0553526	-0.00879434	0
0.0553526	-0.00775971	0
0.0553526	-0.00672508	0
0.0553526	-0.00569046	0
0.0553526	-0.00465583	0
0.0553526	-0.0036212	0
0.0553526	-0.00258657	0
0.0553526	-0.00155194	0
0.0553526	-0.000517314	0
0.0553526	0.000517314	0
0.0553526	0.00155194	0
0.0553526	0.00258657	0
0.0553526	0.0036212	0
0.0553526	0.00465583	0
0.0553526	0.00569046	0
0.0553526	0.00672508	0
0.0553526	0.00775971	0
0.0553526	0.00879434	0
0.0553526	0.00982897	0
0.0553526	0.0108636	0
0.0553526	0.0118982	0
0.0553526	0.0129329	0
0.0553526	0.0139675	0
0.0553526	0.0150021	0
0.0553526	0.0160367	0
0.0553526	0.0170714	0
0.0553526	0.018106	0
0.0553526	0.0191406	0
0.0553526	0.0201753	0
0.0553526	0.0212099	0
0.0553526	0.0222445	0
0.0553526	0.0232791	0
0.0553526	0.0243138	0
0.0553526	0.0253484	0
0.0553526	0.026383	0
0.0553526	0.0274177	0
0.0553526	0.0284523	0
0.0553526	0.0294869	0
0.0553526	0.0305215	0
0.0553526	0.0315562	0
0.0553526	0.0325908	0
0.0553526	0.0336254	0
0.0553526	0.0346601	0
0.0553526	0.0356947	0
0.0553526	0.0367293	0
0.0553526	0.0377639	0
0.0553526	0.0387986	0
0.0553526	0.0398332	0
0.0553526	0.0408678	0
0.0553526	0.0419024	0
0.0553526	0.0429371	0
0.0553526	0.0439717	0
0.0553526	0.0450063	0
0.0553526	0.046041	0
0.0553526	0.0470756	0
0.0553526	0.0481102	0
0.0553526	0.0491448	0
0.0553526	0.0501795	0
0.0553526	0.0512141	0
0.0553526	0.0522487	0
0.0553526	0.0532834	0
0.0553526	0.054318	0
0.0553526	0.0553526	0
0.0553526	0.0563872	0
0.0553526	0.0574219	0
0.0553526	0.0584565	0
0.0553526	0.0594911	0
0.0553526	0.0605258	0
0.0553526	0.0615604	0
0.0553526	0.062595	0
0.0553526	0.0636296	0
0.0553526	0.0646643	0
0.0553526	0.0656989	0
0.0553526	0.0667335	0
0.0553526	0.0677682	0
0.0553526	0.0688028	0
0.0553526	0.0698374	0
0.0553526	0.070872	0
0.0553526	0.0719067	0
0.0553526	0.0729413	0
0.0553526	0.0739759	0
0.0553526	0.0750106	0
0.0553526	0.0760452	0
0.0553526	0.0770798	0
0.0553526	0.0781144	0
0.0553526	0.0791491	0
0.0553526	0.0801837	0
0.0553526	0.0812183	0
0.0553526	0.082253	0
0.0553526	0.0832876	0
0.0553526	0.0843222	0
0.0553526	0.0853568	0
0.0553526	0.0863915	0
0.0553526	0.0874261	0
0.0553526	0.0884607	0
0.0553526	0.0894954	0
0.0553526	0.09053	0
0.0553526	0.0915646	0
0.0553526	0.0925992	0
0.0553526	0.0936339	0
0.0553526	0.0946685	0
0.0553526	0.0957031	0
0.0553526	0.0967378	0
0.0553526	0.0977724	0
0.0553526	0.098807	0
0.0553526	0.0998416	0
0.0553526	0.100876	0
0.0553526	0.101911	0
0.0553526	0.102946	0
0.0553526	0.10398	0
0.0553526	0.105015	0
0.0553526	0.106049	0
0.0553526	0.107084	0
0.0553526	0.108119	0
0.0553526	0.109153	0
0.0553526	0.110188	0
0.0553526	0.111223	0
0.0553526	0.112257	0
0.0553526	0.113292	0
0.0553526	0.114326	0
0.0553526	0.115361	0
0.0553526	0.116396	0
0.0553526	0.11743	0
0.0553526	0.118465	0
0.0553526	0.1195	0
0.0553526	0.120534	0
0.0553526	0.121569	0
0.0553526	0.122603	0
0.0553526	0.123638	0
0.0553526	0.124673	0
0.0553526	0.125707	0
0.0553526	0.126742	0
0.0553526	0.127777	0
0.0553526	0.128811	0
0.0553526	0.129846	0
0.0553526	0.13088	0
0.0553526	0.131915	0

0.0563872	-0.131915	0
0.0563872	-0.13088	0
0.0563872	-0.129846	0
0.0563872	-0.128811	0
0.0563872	-0.127777	0
0.0563872	-0.126742	0
0.0563872	-0.125707	0
0.0563872	-0.124673	0
0.0563872	-0.123638	0
0.0563872	-0.122603	0
0.0563872	-0.121569	0
0.0563872	-0.120534	0
0.0563872	-0.1195	0
0.0563872	-0.118465	0
0.0563872	-0.11743	0
0.0563872	-0.116396	0
0.0563872	-0.115361	0
0.0563872	-0.114326	0
0.0563872	-0.113292	0
0.0563872	-0.112257	0
0.0563872	-0.111223	0
0.0563872	-0.110188	0
0.0563872	-0.109153	0
0.0563872	-0.108119	0
0.0563872	-0.107084	0
0.0563872	-0.106049	0
0.0563872	-0.105015	0
0.0563872	-0.10398	0
0.0563872	-0.102946	0
0.0563872	-0.101911	0
0.0563872	-0.100876	0
0.0563872	-0.0998416	0
0.0563872	-0.098807	0
0.0563872	-0.0977724	0
0.0563872	-0.0967378	0
0.0563872	-0.0957031	0
0.0563872	-0.0946685	0
0.0563872	-0.0936339	0
0.0563872	-0.0925992	0
0.0563872	-0.0915646	0
0.0563872	-0.09053	0
0.0563872	-0.0894954	0
0.0563872	-0.0884607	0
0.0563872	-0.0874261	0
0.0563872	-0.0863915	0
0.0563872	-0.0853568	0
0.0563872	-0.0843222	0
0.0563872	-0.0832876	0
0.0563872	-0.082253	0
0.0563872	-0.0812183	0
0.0563872	-0.0801837	0
0.0563872	-0.0791491	0
0.0563872	-0.0781144	0
0.0563872	-0.0770798	0
0.0563872	-0.0760452	0
0.0563872	-0.0750106	0
0.0563872	-0.0739759	0
0.0563872	-0.0729413	0
0.0563872	-0.0719067	0
0.0563872	-0.070872	0
0.0563872	-0.0698374	0
0.0563872	-0.0688028	0
0.0563872	-0.0677682	0
0.0563872	-0.0667335	0
0.0563872	-0.0656989	0
0.0563872	-0.0646643	0
0.0563872	-0.0636296	0
0.0563872	-0.062595	0
0.0563872	-0.0615604	0
0.0563872	-0.0605258	0
0.0563872	-0.0594911	0
0.0563872	-0.0584565	0
0.0563872	-0.0574219	0
0.0563872	-0.0563872	0
0.0563872	-0.0553526	0
0.0563872	-0.054318	0
0.0563872	-0.0532834	0
0.0563872	-0.0522487	0
0.0563872	-0.0512141	0
0.0563872	-0.0501795	0
0.0563872	-0.0491448	0
0.0563872	-0.0481102	0
0.0563872	-0.0470756	0
0.0563872	-0.046041	0
0.0563872	-0.0450063	0
0.0563872	-0.0439717	0
0.0563872	-0.0429371	0
0.0563872	-0.0419024	0
0.0563872	-0.0408678	0
0.0563872	-0.0398332	0
0.0563872	-0.0387986	0
0.0563872	-0.0377639	0
0.0563872	-0.0367293	0
0.0563872	-0.0356947	0
0.0563872	-0.0346601	0
0.0563872	-0.0336254	0
0.0563872	-0.0325908	0
0.0563872	-0.0315562	0
0.0563872	-0.0305215	0
0.0563872	-0.0294869	0
0.0563872	-0.0284523	0
0.0563872	-0.0274177	0
0.0563872	-0.026383	0
0.0563872	-0.0253484	0
0.0563872	-0.0243138	0
0.0563872	-0.0232791	0
0.0563872	-0.0222445	0
0.0563872	-0.0212099	0
0.0563872	-0.0201753	0
0.0563872	-0.0191406	0
0.0563872	-0.018106	0
0.0563872	-0.0170714	0
0.0563872	-0.0160367	0
0.0563872	-0.0150021	0
0.0563872	-0.0139675	0
0.0563872	-0.0129329	0
0.0563872	-0.0118982	0
0.0563872	-0.0108636	0
0.0563872	-0.00982897	0
0.0563872	-0.00879434	0
0.0563872	-0.00775971	0
0.0563872	-0.00672508	0
0.0563872	-0.00569046	0
0.0563872	-0.00465583	0
0.0563872	-0.0036212	0
0.0563872	-0.00258657	0
0.0563872	-0.00155194	0
0.0563872	-0.000517314	0
0.0563872	0.000517314	0
0.0563872	0.00155194	0
0.0563872	0.00258657	0
0.0563872	0.0036212	0
0.0563872	0.00465583	0
0.0563872	0.00569046	0
0.0563872	0.00672508	0
0.0563872	0.00775971	0
0.0563872	0.00879434	0
0.0563872	0.00982897	0
0.0563872	0.0108636	0
0.0563872	0.0118982	0
0.0563872	0.0129329	0
0.0563872	0.0139675	0
0.0563872	0.0150021	0
0.0563872	0.0160367	0
0.0563872	0.0170714	0
0.0563872	0.018106	0
0.0563872	0.0191406	0
0.0563872	0.0201753	0
0.0563872	0.0212099	0
0.0563872	0.0222445	0
0.0563872	0.0232791	0
0.0563872	0.0243138	0
0.0563872	0.0253484	0
0.0563872	0.026383	0
0.0563872	0.0274177	0
0.0563872	0.0284523	0
0.0563872	0.0294869	0
0.0563872	0.0305215	0
0.0563872	0.0315562	0
0.0563872	0.0325908	0
0.0563872	0.0336254	0
0.0563872	0.0346601	0
0.0563872	0.0356947	0
0.0563872	0.0367293	0
0.0563872	0.0377639	0
0.0563872	0.0387986	0
0.0563872	0.0398332	0
0.0563872	0.0408678	0
0.0563872	0.0419024	0
0.0563872	0.0429371	0
0.0563872	0.0439717	0
0.0563872	0.0450063	0
0.0563872	0.046041	0
0.0563872	0.0470756	0
0.0563872	0.0481102	0
0.0563872	0.0491448	0
0.0563872	0.0501795	0
0.0563872	0.0512141	0
0.0563872	0.0522487	0
0.0563872	0.0532834	0
0.0563872	0.054318	0
0.0563872	0.0553526	0
0.0563872	0.0563872	0
0.0563872	0.0574219	0
0.0563872	0.0584565	0
0.0563872	0.0594911	0
0.0563872	0.0605258	0
0.0563872	0.0615604	0
0.0563872	0.062595	0
0.0563872	0.0636296	0
0.0563872	0.0646643	0
0.0563872	0.0656989	0
0.0563872	0.0667335	0
0.0563872	0.0677682	0
0.0563872	0.0688028	0
0.0563872	0.0698374	0
0.0563872	0.070872	0
0.0563872	0.0719067	0
0.0563872	0.0729413	0
0.0563872	0.0739759	0
0.0563872	0.0750106	0
0.0563872	0.0760452	0
0.0563872	0.0770798	0
0.0563872	0.0781144	0
0.0563872	0.0791491	0
0.0563872	0.0801837	0
0.0563872	0.0812183	0
0.0563872	0.082253	0
0.0563872	0.0832876	0
0.0563872	0.0843222	0
0.0563872	0.0853568	0
0.0563872	0.0863915	0
0.0563872	0.0874261	0
0.0563872	0.0884607	0
0.0563872	0.0894954	0
0.0563872	0.09053	0
0.0563872	0.0915646	0
0.0563872	0.0925992	0
0.0563872	0.0936339	0
0.0563872	0.0946685	0
0.0563872	0.0957031	0
0.0563872	0.0967378	0
0.0563872	0.0977724	0
0.0563872	0.098807	0
0.0563872	0.0998416	0
0.0563872	0.100876	0
0.0563872	0.101911	0
0.0563872	0.102946	0
0.0563872	0.10398	0
0.0563872	0.105015	0
0.0563872	0.106049	0
0.0563872	0.107084	0
0.0563872	0.108119	0
0.0563872	0.109153	0
0.0563872	0.110188	0
0.0563872	0.111223	0
0.0563872	0.112257	0
0.0563872	0.113292	0
0.0563872	0.114326	0
0.0563872	0.115361	0
0.0563872	0.116396	0
0.0563872	0.11743	0
0.0563872	0.118465	0
0.0563872	0.1195	0
0.0563872	0.120534	0
0.0563872	0.121569	0
0.0563872	0.122603	0
0.0563872	0.123638	0
0.0563872	0.124673	0
0.0563872	0.125707	0
0.0563872	0.126742	0
0.0563872	0.127777	0
0.0563872	0.128811	0
0.0563872	0.129846	0
0.0563872	0.13088	0
0.0563872	0.131915	0

0.0574219	-0.131915	0
0.0574219	-0.13088	0
0.0574219	-0.129846	0
0.0574219	-0.128811	0
0.0574219	-0.127777	0
0.0574219	-0.126742	0
0.0574219	-0.125707	0
0.0574219	-0.124673	0
0.0574219	-0.123638	0
0.0574219	-0.122603	0
0.0574219	-0.121569	0
0.0574219	-0.120534	0
0.0574219	-0.1195	0
0.0574219	-0.118465	0
0.0574219	-0.11743	0
0.0574219	-0.116396	0
0.0574219	-0.115361	0
0.0574219	-0.114326	0
0.0574219	-0.113292	0
0.0574219	-0.112257	0
0.0574219	-0.111223	0
0.0574219	-0.110188	0
0.0574219	-0.109153	0
0.0574219	-0.108119	0
0.0574219	-0.107084	0
0.0574219	-0.106049	0
0.0574219	-0.105015	0
0.0574219	-0.10398	0
0.0574219	-0.102946	0
0.0574219	-0.101911	0
0.0574219	-0.100876	0
0.0574219	-0.0998416	0
0.0574219	-0.098807	0
0.0574219	-0.0977724	0
0.0574219	-0.0967378	0
0.0574219	-0.0957031	0
0.0574219	-0.0946685	0
0.0574219	-0.0936339	0
0.0574219	-0.0925992	0
0.0574219	-0.0915646	0
0.0574219	-0.09053	0
0.0574219	-0.0894954	0
0.0574219	-0.0884607	0
0.0574219	-0.0874261	0
0.0574219	-0.0863915	0
0.0574219	-0.0853568	0
0.0574219	-0.0843222	0
0.0574219	-0.0832876	0
0.0574219	-0.082253	0
0.0574219	-0.0812183	0
0.0574219	-0.0801837	0
0.0574219	-0.0791491	0
0.0574219	-0.0781144	0
0.0574219	-0.0770798	0
0.0574219	-0.0760452	0
0.0574219	-0.0750106	0
0.0574219	-0.0739759	0
0.0574219	-0.0729413	0
0.0574219	-0.0719067	0
0.0574219	-0.070872	0
0.0574219	-0.0698374	0
0.0574219	-0.0688028	0
0.0574219	-0.0677682	0
0.0574219	-0.0667335	0
0.0574219	-0.0656989	0
0.0574219	-0.0646643	0
0.0574219	-0.0636296	0
0.0574219	-0.062595	0
0.0574219	-0.0615604	0
0.0574219	-0.0605258	0
0.0574219	-0.0594911	0
0.0574219	-0.0584565	0
0.0574219	-0.0574219	0
0.0574219	-0.0563872	0
0.0574219	-0.0553526	0
0.0574219	-0.054318	0
0.0574219	-0.0532834	0
0.0574219	-0.0522487	0
0.0574219	-0.0512141	0
0.0574219	-0.0501795	0
0.0574219	-0.0491448	0
0.0574219	-0.0481102	0
0.0574219	-0.0470756	0
0.0574219	-0.046041	0
0.0574219	-0.0450063	0
0.0574219	-0.0439717	0
0.0574219	-0.0429371	0
0.0574219	-0.0419024	0
0.0574219	-0.0408678	0
0.0574219	-0.0398332	0
0.0574219	-0.0387986	0
0.0574219	-0.0377639	0
0.0574219	-0.0367293	0
0.0574219	-0.0356947	0
0.0574219	-0.0346601	0
0.0574219	-0.0336254	0
0.0574219	-0.0325908	0
0.0574219	-0.0315562	0
0.0574219	-0.0305215	0
